Picarro Gas: time (epoch),Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: CO,Picarro Gas: H2O,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min)
1726275652.534656,-0.99,-0.001,-0.006,0.021,1726275651.6856987,0.0,-3.9,1726275651.6076152,0,1726275651.6076152,9.2,0.002
1726275653.4782672,-0.99,-0.001,-0.006,0.021,1726275652.6288466,0.0,-3.9,1726275652.534656,0,1726275652.534656,9.0,0.002
1726275654.4373586,-0.99,-0.001,-0.006,0.021,1726275653.5566776,0.0,-3.9,1726275653.4782672,0,1726275653.4782672,8.4,-0.002
1726275655.366159,-0.99,-0.001,-0.006,0.021,1726275654.515876,0.0,-4.0,1726275654.4373586,0,1726275654.4373586,8.4,-0.002
1726275656.3273726,-0.99,-0.001,-0.006,0.021,1726275655.4603155,0.0,-4.0,1726275655.366159,0,1726275655.366159,8.8,0.0
1726275657.2556512,-0.99,-0.001,-0.006,0.021,1726275656.4055314,0.0,-4.0,1726275656.3273726,0,1726275656.3273726,7.6,-0.002
1726275658.1987345,-0.99,-0.001,-0.006,0.021,1726275657.33393,0.0,-4.0,1726275657.2556512,0,1726275657.2556512,9.2,-0.004
1726275659.142559,-0.99,-0.001,-0.006,0.021,1726275658.2771208,0.0,-4.1,1726275658.1987345,0,1726275658.1987345,8.0,0.0
1726275660.0866733,-0.99,-0.001,-0.006,0.021,1726275659.2211032,0.0,-4.1,1726275659.142559,0,1726275659.142559,8.0,0.002
1726275661.0463798,-0.99,-0.001,-0.006,0.021,1726275660.16506,0.0,-4.1,1726275660.0866733,0,1726275660.0866733,7.8,-0.004
1726275661.9904835,-0.99,-0.001,-0.006,0.021,1726275661.124768,0.0,-4.1,1726275661.0463798,0,1726275661.0463798,7.2,0.0
1726275662.9347525,-0.99,-0.001,-0.006,0.021,1726275662.0689163,0.0,-4.1,1726275661.9904835,0,1726275661.9904835,9.0,0.0
1726275663.878475,-0.99,-0.001,-0.006,0.021,1726275663.013184,0.0,-4.2,1726275662.9347525,0,1726275662.9347525,9.4,0.002
1726275664.8229256,-0.99,-0.001,-0.006,0.021,1726275663.956828,0.0,-4.2,1726275663.878475,0,1726275663.878475,8.2,0.0
1726275665.7668111,-0.99,-0.001,-0.006,0.021,1726275664.9015334,0.0,-4.2,1726275664.8229256,0,1726275664.8229256,8.6,-0.002
1726275666.744014,-0.99,-0.001,-0.006,0.021,1726275665.86084,0.0,-4.1,1726275665.7668111,0,1726275665.7668111,7.0,-0.002
1726275667.702077,-0.99,-0.001,-0.006,0.021,1726275666.8222497,0.0,-4.1,1726275666.744014,0,1726275666.744014,8.0,0.0
1726275668.6626427,-0.99,-0.001,-0.006,0.021,1726275667.7801745,0.0,-4.0,1726275667.702077,0,1726275667.702077,8.0,-0.002
1726275669.6220436,-0.99,-0.001,-0.006,0.021,1726275668.741044,0.0,-3.9,1726275668.6626427,0,1726275668.6626427,9.0,-0.002
1726275670.5829427,-0.99,-0.001,-0.006,0.021,1726275669.7006125,0.0,-3.7,1726275669.6220436,0,1726275669.6220436,8.6,0.0
1726275671.5737586,-0.99,-0.001,-0.006,0.021,1726275670.6611233,0.0,-3.6,1726275670.5829427,0,1726275670.5829427,8.8,-0.002
1726275672.5355935,-0.99,-0.001,-0.006,0.021,1726275671.652163,0.0,-3.4,1726275671.5737586,0,1726275671.5737586,8.6,-0.002
1726275673.510084,-0.99,-0.001,-0.006,0.021,1726275672.6139486,0.0,-3.3,1726275672.5355935,0,1726275672.5355935,7.8,0.0
1726275674.4875488,-0.99,-0.001,-0.006,0.021,1726275673.5882509,0.0,-3.2,1726275673.510084,0,1726275673.510084,7.4,0.0
1726275675.445872,-0.99,-0.001,-0.006,0.021,1726275674.5660508,0.0,-3.1,1726275674.4875488,0,1726275674.4875488,9.0,0.0
1726275676.4073193,-0.99,-0.001,-0.006,0.021,1726275675.524029,0.0,-3.0,1726275675.445872,0,1726275675.445872,8.8,-0.002
1726275677.366513,-0.99,-0.001,-0.006,0.021,1726275676.4856813,0.0,-3.0,1726275676.4073193,0,1726275676.4073193,7.8,-0.002
1726275678.342984,-0.99,-0.001,-0.006,0.021,1726275677.4447076,0.0,-2.9,1726275677.366513,0,1726275677.366513,8.8,0.0
1726275679.3201342,-0.99,-0.001,-0.006,0.021,1726275678.4210992,0.0,-2.9,1726275678.3273563,0,1726275678.342984,7.8,-0.002
1726275680.294139,-0.99,-0.001,-0.006,0.021,1726275679.3987694,0.0,-2.8,1726275679.3201342,0,1726275679.3201342,8.8,0.0
1726275681.2715533,-0.99,-0.001,-0.006,0.021,1726275680.3725636,0.0,-2.8,1726275680.294139,0,1726275680.294139,8.4,-0.002
1726275682.2465956,-0.99,-0.001,-0.006,0.021,1726275681.3497393,0.0,-2.8,1726275681.2715533,0,1726275681.2715533,8.2,0.0
1726275683.237711,-0.99,-0.001,-0.006,0.021,1726275682.3251727,0.0,-2.8,1726275682.2465956,0,1726275682.2465956,9.0,0.0
1726275684.2153075,-0.99,-0.001,-0.006,0.021,1726275683.3161304,0.0,-2.8,1726275683.237711,0,1726275683.237711,7.0,-0.002
1726275685.1908183,-0.99,-0.001,-0.006,0.021,1726275684.2937,0.0,-2.8,1726275684.2153075,0,1726275684.2153075,10.0,-0.002
1726275686.165755,-0.99,-0.001,-0.006,0.021,1726275685.2692382,0.0,-2.8,1726275685.1908183,0,1726275685.1908183,9.6,-0.002
1726275687.1425972,-0.99,-0.001,-0.006,0.021,1726275686.2438493,0.0,-2.8,1726275686.165755,0,1726275686.165755,8.4,0.0
1726275688.1186595,-0.99,-0.001,-0.006,0.021,1726275687.2207437,0.0,-2.8,1726275687.1425972,0,1726275687.1425972,8.4,-0.002
