Picarro Gas: time (epoch),Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: CO,Picarro Gas: H2O,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min)
1726422968.6837664,-0.99,-0.001,-0.006,0.021,1726422968.6827633,1.01,-2.3,1726422968.6817703,0,1726422968.6827633,-0.8,-0.008
1726422969.6343348,-0.99,-0.001,-0.006,0.021,1726422969.6333313,1.01,-2.3,1726422969.631456,0,1726422969.6323605,-0.8,-0.008
1726422970.6302726,-0.99,-0.001,-0.006,0.021,1726422970.629272,1.01,-2.3,1726422970.6282966,0,1726422970.629272,-0.8,-0.008
1726422971.6200454,-0.99,-0.001,-0.006,0.021,1726422971.6185644,1.01,-2.3,1726422971.617621,0,1726422971.6185644,-0.8,-0.008
1726422972.700467,-0.99,-0.001,-0.006,0.021,1726422972.699463,1.01,-2.3,1726422972.6984627,0,1726422972.699463,-0.8,-0.008
1726422973.7136078,-0.99,-0.001,-0.006,0.021,1726422973.7136078,1.01,-2.3,1726422973.711613,0,1726422973.7126098,-0.8,-0.008
1726422974.7366972,-0.99,-0.001,-0.006,0.021,1726422974.7366972,1.01,-2.3,1726422974.734693,0,1726422974.7356875,-0.8,-0.008
1726422975.7347238,-0.99,-0.001,-0.006,0.021,1726422975.7347238,1.01,-2.3,1726422975.7327228,0,1726422975.7337132,-0.8,-0.008
1726422976.745279,-0.99,-0.001,-0.006,0.021,1726422976.745279,1.01,-2.3,1726422976.7432833,0,1726422976.7442944,-0.8,-0.008
1726422977.7589002,-0.99,-0.001,-0.006,0.021,1726422977.7579005,1.01,-2.3,1726422977.75591,0,1726422977.7579005,-0.8,-0.008
1726422978.8003013,-0.99,-0.001,-0.006,0.021,1726422978.8003013,1.01,-2.3,1726422978.7983754,0,1726422978.7993023,-0.8,-0.008
1726422979.8210623,-0.99,-0.001,-0.006,0.021,1726422979.8205273,1.01,-2.3,1726422979.8183846,0,1726422979.8194208,-0.8,-0.008
1726422980.8909616,-0.99,-0.001,-0.006,0.021,1726422980.8899615,1.01,-2.3,1726422980.8858306,0,1726422980.8899615,-0.8,-0.008
1726422981.893458,-0.99,-0.001,-0.006,0.021,1726422981.893458,1.01,-2.3,1726422981.891422,0,1726422981.892422,-0.8,-0.008
1726422982.928474,-0.99,-0.001,-0.006,0.021,1726422982.928474,1.01,-2.3,1726422982.926521,0,1726422982.9274764,-0.8,-0.008
1726422983.9241524,-0.99,-0.001,-0.006,0.021,1726422983.922152,1.01,-2.3,1726422983.91919,0,1726422983.9211543,-0.8,-0.008
1726422985.0301752,-0.99,-0.001,-0.006,0.021,1726422985.0301752,1.01,-2.3,1726422985.0281594,0,1726422985.0292287,-0.8,-0.008
1726422986.073531,-0.99,-0.001,-0.006,0.021,1726422986.0714657,1.01,-2.3,1726422986.0684528,0,1726422986.0704567,-0.8,-0.008
1726422987.1102324,-0.99,-0.001,-0.006,0.021,1726422987.1092024,1.01,-2.3,1726422987.106234,0,1726422987.1081908,-0.8,-0.008
1726422988.2238781,-0.99,-0.001,-0.006,0.021,1726422988.2229066,1.01,-2.3,1726422988.219868,0,1726422988.2208745,-0.8,-0.008
1726422989.2895756,-0.99,-0.001,-0.006,0.021,1726422989.2875686,1.01,-2.3,1726422989.2856262,0,1726422989.2875686,-0.8,-0.008
1726422990.3518922,-0.99,-0.001,-0.006,0.021,1726422990.3508503,1.01,-2.3,1726422990.34885,0,1726422990.3508503,-0.8,-0.008
1726422991.4337113,-0.99,-0.001,-0.006,0.021,1726422991.4327025,1.01,-2.3,1726422991.4307027,0,1726422991.4327025,-0.8,-0.008
1726422992.5474987,-0.99,-0.001,-0.006,0.021,1726422992.5465014,1.01,-2.3,1726422992.544506,0,1726422992.5465014,-0.8,-0.008
1726422993.5857537,-0.99,-0.001,-0.006,0.021,1726422993.5857537,1.01,-2.3,1726422993.584754,0,1726422993.5857537,-0.8,-0.008
1726422994.6731615,-0.99,-0.001,-0.006,0.021,1726422994.671114,1.01,-2.3,1726422994.6691678,0,1726422994.6696618,-0.8,-0.008
1726422995.8450923,-0.99,-0.001,-0.006,0.021,1726422995.8440673,1.01,-2.3,1726422995.8414366,0,1726422995.8430357,-0.8,-0.008
1726422996.894746,-0.99,-0.001,-0.006,0.021,1726422996.894746,1.01,-2.3,1726422996.8927426,0,1726422996.8937447,-0.8,-0.008
1726422997.9678006,-0.99,-0.001,-0.006,0.021,1726422997.9678006,1.01,-2.3,1726422997.9648664,0,1726422997.9667995,-0.8,-0.008
1726422999.0039778,-0.99,-0.001,-0.006,0.021,1726422999.0030062,1.01,-2.3,1726422999.0018618,0,1726422999.0030062,-0.8,-0.008
1726423000.0694,-0.99,-0.001,-0.006,0.021,1726423000.0684028,1.01,-2.3,1726423000.067415,0,1726423000.0684028,-0.8,-0.008
1726423001.1369116,-0.99,-0.001,-0.006,0.021,1726423001.1369116,1.01,-2.3,1726423001.134982,0,1726423001.135993,-0.8,-0.008
1726423002.2162116,-0.99,-0.001,-0.006,0.021,1726423002.215179,1.01,-2.3,1726423002.2130957,0,1726423002.215179,-0.8,-0.008
1726423003.2407825,-0.99,-0.001,-0.006,0.021,1726423003.238644,1.01,-2.3,1726423003.2359822,0,1726423003.237584,-0.8,-0.008
1726423004.2760074,-0.99,-0.001,-0.006,0.021,1726423004.2760074,1.01,-2.3,1726423004.2739475,0,1726423004.2749524,-0.8,-0.008
1726423005.3166628,-0.99,-0.001,-0.006,0.021,1726423005.3166628,1.01,-2.3,1726423005.3146708,0,1726423005.3156836,-0.8,-0.008
1726423006.3537564,-0.99,-0.001,-0.006,0.021,1726423006.352631,1.01,-2.3,1726423006.3506725,0,1726423006.352631,-0.8,-0.008
1726423007.4166348,-0.99,-0.001,-0.006,0.021,1726423007.4155884,1.01,-2.3,1726423007.4134755,0,1726423007.4155884,-0.8,-0.008
1726423008.4570825,-0.99,-0.001,-0.006,0.021,1726423008.4549737,1.01,-2.3,1726423008.452966,0,1726423008.4539747,-0.8,-0.008
1726423009.5092056,-0.99,-0.001,-0.006,0.021,1726423009.5092056,1.01,-2.3,1726423009.5062015,0,1726423009.508201,-0.8,-0.008
1726423010.5969114,-0.99,-0.001,-0.006,0.021,1726423010.5957568,1.01,-2.3,1726423010.5933769,0,1726423010.5955284,-0.8,-0.008
1726423011.6469433,-0.99,-0.001,-0.006,0.021,1726423011.6469433,1.01,-2.3,1726423011.6449647,0,1726423011.6459415,-0.8,-0.008
1726423012.7024164,-0.99,-0.001,-0.006,0.021,1726423012.7013566,1.01,-2.3,1726423012.7002964,0,1726423012.7013566,-0.8,-0.008
1726423013.8153138,-0.99,-0.001,-0.006,0.021,1726423013.8142855,1.01,-2.3,1726423013.8122926,0,1726423013.8132875,-0.8,-0.008
1726423014.87103,-0.99,-0.001,-0.006,0.021,1726423014.870037,1.01,-2.3,1726423014.8680167,0,1726423014.869025,-0.8,-0.008
1726423015.926411,-0.99,-0.001,-0.006,0.021,1726423015.9254136,1.01,-2.3,1726423015.9234102,0,1726423015.9254136,-0.8,-0.008
1726423017.0334125,-0.99,-0.001,-0.006,0.021,1726423017.0334125,1.01,-2.3,1726423017.0314276,0,1726423017.0324113,-0.8,-0.008
1726423018.1046515,-0.99,-0.001,-0.006,0.021,1726423018.1046515,1.01,-2.3,1726423018.1016526,0,1726423018.1036897,-0.8,-0.008
1726423019.4169729,-0.99,-0.001,-0.006,0.021,1726423019.4159691,1.01,-2.3,1726423019.4139686,0,1726423019.4149704,-0.8,-0.008
1726423020.5603735,-0.99,-0.001,-0.006,0.021,1726423020.5603735,1.01,-2.3,1726423020.5584083,0,1726423020.5593793,-0.8,-0.008
1726423021.6342423,-0.99,-0.001,-0.006,0.021,1726423021.6332479,1.01,-2.3,1726423021.6313477,0,1726423021.6332479,-0.8,-0.008
1726423022.715144,-0.99,-0.001,-0.006,0.021,1726423022.715144,1.01,-2.3,1726423022.7131233,0,1726423022.7141383,-0.8,-0.008
1726423023.8414505,-0.99,-0.001,-0.006,0.021,1726423023.8408628,1.01,-2.3,1726423023.8369079,0,1726423023.8398867,-0.8,-0.008
1726423092.585066,-0.99,-0.001,-0.006,0.021,1726423092.584085,1.01,-2.3,1726423092.5820713,0,1726423092.584085,-0.8,-0.008
1726423093.5694287,-0.99,-0.001,-0.006,0.021,1726423093.5694287,1.01,-2.3,1726423093.5674875,0,1726423093.568459,-0.8,-0.008
1726423094.6954052,-0.99,-0.001,-0.006,0.021,1726423094.694405,1.01,-2.3,1726423094.691304,0,1726423094.6934175,-0.8,-0.008
1726423095.5941002,-0.99,-0.001,-0.006,0.021,1726423095.5941002,1.01,-2.3,1726423095.593049,0,1726423095.5941002,-0.8,-0.008
1726423096.5021985,-0.99,-0.001,-0.006,0.021,1726423096.5021985,1.01,-2.3,1726423096.5002341,0,1726423096.5012696,-0.8,-0.008
1726423097.4062684,-0.99,-0.001,-0.006,0.021,1726423097.4052567,1.01,-2.3,1726423097.402279,0,1726423097.404274,-0.8,-0.008
1726423098.3276048,-0.99,-0.001,-0.006,0.021,1726423098.3266325,1.01,-2.3,1726423098.3226724,0,1726423098.3256233,-0.8,-0.008
1726423099.229893,-0.99,-0.001,-0.006,0.021,1726423099.2288897,1.01,-2.3,1726423099.2266011,0,1726423099.2288897,-0.8,-0.008
1726423100.1183214,-0.99,-0.001,-0.006,0.021,1726423100.1172972,1.01,-2.3,1726423100.1152804,0,1726423100.1172972,-0.8,-0.008
1726423101.0360508,-0.99,-0.001,-0.006,0.021,1726423101.0360508,1.01,-2.3,1726423101.0330474,0,1726423101.035054,-0.8,-0.008
1726423101.9929984,-0.99,-0.001,-0.006,0.021,1726423101.9920568,1.01,-2.3,1726423101.9879575,0,1726423101.9899948,-0.8,-0.008
1726423102.9587443,-0.99,-0.001,-0.006,0.021,1726423102.9566162,1.01,-2.3,1726423102.954629,0,1726423102.9556248,-0.8,-0.008
1726423103.9126427,-0.99,-0.001,-0.006,0.021,1726423103.9116678,1.01,-2.3,1726423103.9106438,0,1726423103.9116678,-0.8,-0.008
1726423104.7984908,-0.99,-0.001,-0.006,0.021,1726423104.7984908,1.01,-2.3,1726423104.7964933,0,1726423104.7974923,-0.8,-0.008
1726423105.7203224,-0.99,-0.001,-0.006,0.021,1726423105.7193248,1.01,-2.3,1726423105.718209,0,1726423105.7193248,-0.8,-0.008
1726423106.6069906,-0.99,-0.001,-0.006,0.021,1726423106.6065357,1.01,-2.3,1726423106.6001556,0,1726423106.6055744,-0.8,-0.008
1726423107.4958103,-0.99,-0.001,-0.006,0.021,1726423107.4948099,1.01,-2.3,1726423107.4928098,0,1726423107.4938126,-0.8,-0.008
1726423108.3821578,-0.99,-0.001,-0.006,0.021,1726423108.3821578,1.01,-2.3,1726423108.3800197,0,1726423108.381158,-0.8,-0.008
1726423109.272081,-0.99,-0.001,-0.006,0.021,1726423109.272081,1.01,-2.3,1726423109.268885,0,1726423109.271094,-0.8,-0.008
1726423110.1942003,-0.99,-0.001,-0.006,0.021,1726423110.193274,1.01,-2.3,1726423110.1891813,0,1726423110.1913018,-0.8,-0.008
1726423111.1119998,-0.99,-0.001,-0.006,0.021,1726423111.1109898,1.01,-2.3,1726423111.1079934,0,1726423111.1101148,-0.8,-0.008
1726423112.0507512,-0.99,-0.001,-0.006,0.021,1726423112.0497096,1.01,-2.3,1726423112.0476215,0,1726423112.0487547,-0.8,-0.008
1726423113.0168798,-0.99,-0.001,-0.006,0.021,1726423113.0158823,1.01,-2.3,1726423113.0147154,0,1726423113.0158823,-0.8,-0.008
1726423113.9729865,-0.99,-0.001,-0.006,0.021,1726423113.9729865,1.01,-2.3,1726423113.9699,0,1726423113.9720113,-0.8,-0.008
1726423114.9586146,-0.99,-0.001,-0.006,0.021,1726423114.9565067,1.01,-2.3,1726423114.9532468,0,1726423114.9555042,-0.8,-0.008
1726423115.9111283,-0.99,-0.001,-0.006,0.021,1726423115.9101295,1.01,-2.3,1726423115.906177,0,1726423115.908142,-0.8,-0.008
1726423116.8634763,-0.99,-0.001,-0.006,0.021,1726423116.8624806,1.01,-2.3,1726423116.8602743,0,1726423116.8624806,-0.8,-0.008
1726423117.817967,-0.99,-0.001,-0.006,0.021,1726423117.817967,1.01,-2.3,1726423117.8159695,0,1726423117.816934,-0.8,-0.008
1726423118.7628384,-0.99,-0.001,-0.006,0.021,1726423118.761841,1.01,-2.3,1726423118.7597532,0,1726423118.7608302,-0.8,-0.008
1726423119.703249,-0.99,-0.001,-0.006,0.021,1726423119.7022514,1.01,-2.3,1726423119.7003617,0,1726423119.701275,-0.8,-0.008
1726423120.6458383,-0.99,-0.001,-0.006,0.021,1726423120.6448202,1.01,-2.3,1726423120.6435597,0,1726423120.6448202,-0.8,-0.008
1726423121.5968184,-0.99,-0.001,-0.006,0.021,1726423121.5958595,1.01,-2.3,1726423121.5937855,0,1726423121.594816,-0.8,-0.008
1726423122.518789,-0.99,-0.001,-0.006,0.021,1726423122.5177922,1.01,-2.3,1726423122.5158482,0,1726423122.5177922,-0.8,-0.008
1726423123.4722426,-0.99,-0.001,-0.006,0.021,1726423123.4722426,1.01,-2.3,1726423123.4691072,0,1726423123.4712863,-0.8,-0.008
1726423124.4266012,-0.99,-0.001,-0.006,0.021,1726423124.4257119,1.01,-2.3,1726423124.4225368,0,1726423124.424657,-0.8,-0.008
1726423125.3595424,-0.99,-0.001,-0.006,0.021,1726423125.3585584,1.01,-2.3,1726423125.3556066,0,1726423125.3565419,-0.8,-0.008
1726423126.3304143,-0.99,-0.001,-0.006,0.021,1726423126.3294125,1.01,-2.3,1726423126.3264143,0,1726423126.3284128,-0.8,-0.008
1726423127.2956991,-0.99,-0.001,-0.006,0.021,1726423127.2946794,1.01,-2.3,1726423127.2913837,0,1726423127.2946794,-0.8,-0.008
1726423128.244545,-0.99,-0.001,-0.006,0.021,1726423128.2435443,1.01,-2.3,1726423128.2405457,0,1726423128.2435443,-0.8,-0.008
1726423129.2016969,-0.99,-0.001,-0.006,0.021,1726423129.2007017,1.01,-2.3,1726423129.1987102,0,1726423129.1996932,-0.8,-0.008
1726423130.1541893,-0.99,-0.001,-0.006,0.021,1726423130.153257,1.01,-2.3,1726423130.1521745,0,1726423130.153257,-0.8,-0.008
1726423131.1497755,-0.99,-0.001,-0.006,0.021,1726423131.148786,1.01,-2.3,1726423131.147742,0,1726423131.148786,-0.8,-0.008
1726423132.1129963,-0.99,-0.001,-0.006,0.021,1726423132.112003,1.01,-2.3,1726423132.1078777,0,1726423132.1110513,-0.8,-0.008
1726423133.136211,-0.99,-0.001,-0.006,0.021,1726423133.136211,1.01,-2.3,1726423133.1342955,0,1726423133.1352484,-0.8,-0.008
1726423134.1409848,-0.99,-0.001,-0.006,0.021,1726423134.1399906,1.01,-2.3,1726423134.1368778,0,1726423134.1389837,-0.8,-0.008
1726423135.128049,-0.99,-0.001,-0.006,0.021,1726423135.1270766,1.01,-2.3,1726423135.1228137,0,1726423135.1251564,-0.8,-0.008
1726423136.2137728,-0.99,-0.001,-0.006,0.021,1726423136.2123218,1.01,-2.3,1726423136.2098372,0,1726423136.2123218,-0.8,-0.008
1726423137.275579,-0.99,-0.001,-0.006,0.021,1726423137.275579,1.01,-2.3,1726423137.2687852,0,1726423137.2700915,-0.8,-0.008
1726423138.3300087,-0.99,-0.001,-0.006,0.021,1726423138.3300087,1.01,-2.3,1726423138.327984,0,1726423138.3290377,-0.8,-0.008
1726423139.421561,-0.99,-0.001,-0.006,0.021,1726423139.421561,1.01,-2.3,1726423139.4192536,0,1726423139.4205384,-0.8,-0.008
1726423140.4902904,-0.99,-0.001,-0.006,0.021,1726423140.4890704,1.01,-2.3,1726423140.486114,0,1726423140.488064,-0.8,-0.008
1726423141.5205588,-0.99,-0.001,-0.006,0.021,1726423141.5195317,1.01,-2.3,1726423141.5171103,0,1726423141.5195317,-0.8,-0.008
1726423142.617663,-0.99,-0.001,-0.006,0.021,1726423142.6164663,1.01,-2.3,1726423142.6144233,0,1726423142.6154687,-0.8,-0.008
1726423143.6795263,-0.99,-0.001,-0.006,0.021,1726423143.6784687,1.01,-2.3,1726423143.676021,0,1726423143.677244,-0.8,-0.008
1726423144.7544534,-0.99,-0.001,-0.006,0.021,1726423144.7542098,1.01,-2.3,1726423144.7510116,0,1726423144.7531745,-0.8,-0.008
1726423145.8140314,-0.99,-0.001,-0.006,0.021,1726423145.8140314,1.01,-2.3,1726423145.8118687,0,1726423145.813035,-0.8,-0.008
1726423146.8786504,-0.99,-0.001,-0.006,0.021,1726423146.8782043,1.01,-2.3,1726423146.8739252,0,1726423146.8764067,-0.8,-0.008
1726423147.9018633,-0.99,-0.001,-0.006,0.021,1726423147.9018633,1.01,-2.3,1726423147.8990254,0,1726423147.900831,-0.8,-0.008
1726423149.044442,-0.99,-0.001,-0.006,0.021,1726423149.0434384,1.01,-2.3,1726423149.0393803,0,1726423149.040165,-0.8,-0.008
1726423150.134436,-0.99,-0.001,-0.006,0.021,1726423150.134436,1.01,-2.3,1726423150.1314344,0,1726423150.1334329,-0.8,-0.008
1726423151.2295432,-0.99,-0.001,-0.006,0.021,1726423151.2285843,1.01,-2.3,1726423151.2265766,0,1726423151.2285843,-0.8,-0.008
1726423152.2771292,-0.99,-0.001,-0.006,0.021,1726423152.2762454,1.01,-2.3,1726423152.2709699,0,1726423152.2732882,-0.8,-0.008
1726423153.4159856,-0.99,-0.001,-0.006,0.021,1726423153.4149964,1.01,-2.3,1726423153.4139602,0,1726423153.4149964,-0.8,-0.008
1726423154.4479325,-0.99,-0.001,-0.006,0.021,1726423154.446921,1.01,-2.3,1726423154.444895,0,1726423154.445927,-0.8,-0.008
1726423155.489429,-0.99,-0.001,-0.006,0.021,1726423155.4883964,1.01,-2.3,1726423155.4863954,0,1726423155.4883964,-0.8,-0.008
1726423156.6163454,-0.99,-0.001,-0.006,0.021,1726423156.6153338,1.01,-2.3,1726423156.6143217,0,1726423156.6153338,-0.8,-0.008
1726423157.724613,-0.99,-0.001,-0.006,0.021,1726423157.7234418,1.01,-2.3,1726423157.7211728,0,1726423157.7224066,-0.8,-0.008
1726423158.8218968,-0.99,-0.001,-0.006,0.021,1726423158.8208845,1.01,-2.3,1726423158.8188941,0,1726423158.8199024,-0.8,-0.008
1726423159.9039166,-0.99,-0.001,-0.006,0.021,1726423159.9024467,1.01,-2.3,1726423159.9011052,0,1726423159.9024467,-0.8,-0.008
1726423161.059219,-0.99,-0.001,-0.006,0.021,1726423161.057205,1.01,-2.3,1726423161.055207,0,1726423161.0561938,-0.8,-0.008
1726423162.2000942,-0.99,-0.001,-0.006,0.021,1726423162.199114,1.01,-2.3,1726423162.1975732,0,1726423162.1980703,-0.8,-0.008
1726423163.2952387,-0.99,-0.001,-0.006,0.021,1726423163.294241,1.01,-2.3,1726423163.2898588,0,1726423163.2932503,-0.8,-0.008
1726423164.4476929,-0.99,-0.001,-0.006,0.021,1726423164.4466622,1.01,-2.3,1726423164.4443095,0,1726423164.4456174,-0.8,-0.008
1726423165.5119872,-0.99,-0.001,-0.006,0.021,1726423165.5114834,1.01,-2.3,1726423165.5077167,0,1726423165.5107415,-0.8,-0.008
1726423166.5813968,-0.99,-0.001,-0.006,0.021,1726423166.5804741,1.01,-2.3,1726423166.5774126,0,1726423166.579412,-0.8,-0.008
1726423167.6894512,-0.99,-0.001,-0.006,0.021,1726423167.6894512,1.01,-2.3,1726423167.6864536,0,1726423167.6884432,-0.8,-0.008
1726423168.7709174,-0.99,-0.001,-0.006,0.021,1726423168.769912,1.01,-2.3,1726423168.767909,0,1726423168.7689047,-0.8,-0.008
1726423169.9303272,-0.99,-0.001,-0.006,0.021,1726423169.9294188,1.01,-2.3,1726423169.9268875,0,1726423169.9289172,-0.8,-0.008
1726423171.0691943,-0.99,-0.001,-0.006,0.021,1726423171.0682623,1.01,-2.3,1726423171.0671945,0,1726423171.0682623,-0.8,-0.008
1726423172.1791482,-0.99,-0.001,-0.006,0.021,1726423172.1791482,1.01,-2.3,1726423172.1741595,0,1726423172.178147,-0.8,-0.008
1726423173.2977152,-0.99,-0.001,-0.006,0.021,1726423173.2977152,1.01,-2.3,1726423173.2948961,0,1726423173.2967234,-0.8,-0.008
1726423174.3473399,-0.99,-0.001,-0.006,0.021,1726423174.3463378,1.01,-2.3,1726423174.3443506,0,1726423174.3463378,-0.8,-0.008
1726423175.4625537,-0.99,-0.001,-0.006,0.021,1726423175.4615395,1.01,-2.3,1726423175.4575157,0,1726423175.460644,-0.8,-0.008
1726423176.5688343,-0.99,-0.001,-0.006,0.021,1726423176.5688343,1.01,-2.3,1726423176.5668592,0,1726423176.5678322,-0.8,-0.008
1726423177.7461183,-0.99,-0.001,-0.006,0.021,1726423177.7454247,1.01,-2.3,1726423177.7410939,0,1726423177.7444572,-0.8,-0.008
1726423178.8670235,-0.99,-0.001,-0.006,0.021,1726423178.8660114,1.01,-2.3,1726423178.864014,0,1726423178.8660114,-0.8,-0.008
1726423179.9459016,-0.99,-0.001,-0.006,0.021,1726423179.9450366,1.01,-2.3,1726423179.9415069,0,1726423179.9445357,-0.8,-0.008
